,transliteration,sorting,period,base,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_hk_qid,certainty-weight_MEGA,sense_MEGA_qid,POS,number,person,category,transliteration original,unicode,roman,count,is_match
1111,ba ti e,batie,oE,bat,,,,,das untere davon,1,,,,noun,,,Noun,ba-ti-e,𒁀 𒋾 𒂊,False,0,False
1112,h ba ti in,batiin,achE,bati,,-n; 3sg.inan,,,Bezirk; Gegend; Gebiet,1,,,,noun,,,Noun,h.ba-ti-in,𒀸 𒁀 𒋾 𒅔,False,0,False
1113,ba ti ip,batiip,mE,bat,,-p; 3pl.an,,,Füße,1,foot (Q15807),,,noun,,,Noun,ba-ti-ip,𒁀 𒋾 𒅁,False,0,False
1114,h ba ti ma,batima,,bati,,-ma; postp.loc,,,im örtlichen Bezirk,1,,,,noun,,,Noun,h.ba-ti-ma,𒀸 𒁀 𒋾 𒈠,False,0,False
1115,ba ti ma na,batimana,nE,bati,,-ma; postp.loc,-na; postp.gen,,zum Behirten,0.5,,,,noun,,,Noun,ba-ti-ma-na,𒁀 𒋾 𒈠 𒈾,False,0,False
1116,h ba ti ma nu,batimanu,achE,,,,,,Wächter,1,guard (Q680928),,,noun,,,Noun,h.ba-ti?-ma-nu,𒀸 𒁀 𒋾 𒈠 𒉡,False,0,False
1117,ba ti ma nu iš,batimanuis~,achE,,,-š; op.loan,,,Wächter,1,guard (Q680928),,,noun,,,Noun,ba-ti-ma-nu-iš,𒁀 𒋾 𒈠 𒉡 𒅖,False,0,False
1118,ba tin na,batinna,achE,bati,,-na; postp.gen,,,des Bezirks,1,,,,noun,,,Noun,ba-tin-na,𒁀 𒁷 𒈾,False,0,False
1119,ba ti pi,batipi,achE,bati,,-p; 3pl.an,,,Füße,1,foot (Q15807),,,noun,PL,3.0,Noun,ba-ti-pi,𒁀 𒋾 𒉿,False,0,False
1120,hh bat ma na,batmana,achE,bati,,-ma; postp.loc,-na; postp.gen,,für das Hüten,1,,,,noun,,,Noun,hh.bat-ma-na,𒄬 𒁁 𒈠 𒈾,False,0,False
1121,hh bat te ip,batteip,achE,bati,,-p; 3pl.an,,,Hirten,1,herder (Q12059906),,,noun,,,Noun,hh.bat-te-ip,𒄬 𒁁 𒋼 𒅁,False,0,False
1122,bat te qa,batteqa,nE,,,,,,es ist erschienen; hat angefangen,,,,,noun,,,Noun,bat-te-qa,𒁁 𒋼 𒋡,False,0,False
1123,bat te ra,battera,achE,bate,,-r; 3sg.an,,,Hirt,1,herder (Q12059906),,,noun,,,Noun,bat-te-ra,𒁁 𒋼 𒊏,False,0,False
1124,bat ti ik qa na iš,battiikqanais~,achE,,,-š; op.loan,,,"nach einer Zahl; ""expresses a proportion""",0,,,,noun,,,Noun,bat-ti-ik-qa-na-iš,𒁁 𒋾 𒅅 𒋡 𒈾 𒅖,False,0,False
1125,hh bat ti iš mar na bar ra,battiis~marnabarra,achE,,,,,,Mundtuch-Träger,1,,,,noun,,,Noun,hh.bat-ti-iš-mar-na-bar-ra,𒄬 𒁁 𒋾 𒅖 𒈥 𒈾 𒁇 𒊏,False,0,False
1126,h bat ti kar ra um,battikarraum,achE,,,,,,Bildwerk; Relief,1,sculpture (Q860861) ; relief sculpture (Q245117),,,noun,,,Noun,h.bat-ti-kar-ra-um,𒀸 𒁁 𒋾 𒋼𒀀 𒊏 𒌝,False,0,False
1127,bat ti kur ráš,battikurras~,achE,,,-š; op.loan,,,Bildwerke; Reliefs,1,,,,noun,,,Noun,bat-ti-kur-ráš,𒁁 𒋾 𒆳 𒌇,False,0,False
1128,bat ti kur ráš hu ut ti ip,battikurras~huuttiip,achE,,,-š; op.loan,,,Bildwerk-Macher,0,sculptor (Q1281618),,,noun,,,Noun,bat-ti-kur-ráš.hu-ut-ti-ip,𒁁 𒋾 𒆳 𒌇 𒄷 𒌓 𒋾 𒅁,False,0,False
1129,bat ti kur ráš hu ut ti ip,battikurras~huuttiip,achE,huta,,-p; 3pl.an,,,Bildwerk-Macher,0,sculptor (Q1281618),,,noun,,,Noun,bat-ti-kur-ráš.hu-ut-ti-ip,𒁁 𒋾 𒆳 𒌇 𒄷 𒌓 𒋾 𒅁,False,0,False
1130,bat ti man nu iš,battimannuis~,achE,,,-š; op.loan,,,,,,,,noun,,,Noun,bat-ti-man?-nu?-iš,𒁁 𒋾 𒌋𒌋 𒉡 𒅖,False,0,False
1131,bat ti qa ma,battiqama,achE,,,,,,Beurkundungsbefehl,1,,,,noun,,,Noun,bat-ti-qa-ma,𒁁 𒋾 𒋡 𒈠,False,0,False
1132,bat ti qa maš,battiqamas~,achE,,,-š; op.loan,,,Beurkundungsbefehl,1,,,,noun,,,Noun,bat-ti-qa-maš,𒁁 𒋾 𒋡 𒈦,False,0,False
1133,bat ti qa maš še,battiqamas~s~e,achE,,,,,,Beurkundungsbefehl,1,,,,noun,,,Noun,bat-ti-qa-maš-še,𒁁 𒋾 𒋡 𒈦 𒊺,False,0,False
1135,bat ti še kaš,battis~ekas~,achE,,,-š; op.loan,,,Gegenwert; Vergütung,1,revenue (Q850210),,,noun,,,Noun,bat-ti-še-kaš,𒁁 𒋾 𒊺 𒁉,False,0,False
1136,bat ti še kaš še,battis~ekas~s~e,achE,,,,,,sein Gegenwert,1,revenue (Q850210),,,noun,,,Noun,bat-ti-še-kaš-še,𒁁 𒋾 𒊺 𒁉 𒊺,False,0,False
1137,bat ti še qa,battis~eqa,achE,,,,,,Gegenwert,1,revenue (Q850210),,,noun,,,Noun,bat-ti-še-qa,𒁁 𒋾 𒊺 𒋡,False,0,False
1138,bat ti za na in da,battizanainda,achE,,,,,,ein Zurückschlagender,1,,,,noun,,,Noun,bat-ti-za-na-in-da,𒁁 𒋾 𒍝 𒈾 𒅔 𒁕,False,0,False
1139,bat ti zí ik nu še,battiziiknus~e,achE,,,,,,seine Abschrift,1,copy (Q1637891),,,noun,,,Noun,bat-ti-zí-ik-nu-še,𒁁 𒋾 𒍢 𒅅 𒉡 𒊺,False,0,False
1140,bat ti zí kaš,battizikas~,achE,,,,,,"Gegenwert, Vergütung, Zahlung",1,revenue (Q850210),,,noun,,,Noun,bat-ti-zí-kaš,𒁁 𒋾 𒍢 𒁉,False,0,False
1141,bat ti zí kaš še,battizikas~s~e,achE,,,,,,"sein Gegenwert, die Vergütung, Zahlung dafür",1,revenue (Q850210),,,noun,,,Noun,bat-ti-zí-kaš-še,𒁁 𒋾 𒍢 𒁉 𒊺,False,0,False
1142,hh ba tu4 ra,batura,achE,bat,,-r; 3sg.an,,,Hirt,1,herder (Q12059906),,,noun,,,Noun,hh.ba-tu4-ra,𒄬 𒁀 𒌈 𒊏,False,0,False
1145,GIŠ ba u iš,bauis~,achE,,,,,,"Hohlmaß von 2,91 Litern",1,,,,noun,,,Noun,GIŠ.ba-u-iš,𒄑 𒁀 𒌋 𒅖,False,0,False
1146,GIŠ ba u maš,baumas~,achE,,,,,,"Hohlmaß von 2,91 Litern",1,,,,noun,,,Noun,GIŠ.ba-u-maš,𒄑 𒁀 𒌋 𒈦,False,0,False
1147,pa u mi ráš,baumiras~,achE,,,-š; op.loan,,,Kornspeicher,1,granary (Q114768),,,noun,,,Noun,pa-u-mi-ráš,𒉺 𒌋 𒈪 𒌇,False,0,False
1149,v ba ut ti iš mar ri iš,bauttiis~marriis~,achE,GN,,,,,ein Pateischorier,1,,,,noun,,,Noun,v.ba-ut-ti-iš-mar-ri-iš,𒁹 𒁀 𒌓 𒋾 𒅖 𒈥 𒊑 𒅖,False,0,False
1150,ba zí,bazi,achE,,,,,,Steuer,1,tax (Q8161),,,noun,,,Noun,ba-zí,𒁀 𒍢,False,0,False
1151,ba zí iš,baziis~,achE,,,,,,Steuer,1,tax (Q8161),,,noun,SG,1.0,Noun,ba-zí-iš,𒁀 𒍢 𒅖,False,0,False
1152,GIŠ ba zí iš,baziis~,achE,,,,,,Krug,1,jug (Q2413314),,,noun,,,Noun,GIŠ.ba-zí-iš,𒄑 𒁀 𒍢 𒅖,False,0,False
1153,ba zí iš hu ut ti ra,baziis~huuttira,achE,,,,,,Steuer-Macher,,,,,noun,,,Noun,ba-zí-iš.hu-ut-ti-ra,𒁀 𒍢 𒅖 𒄷 𒌓 𒋾 𒊏,False,0,False
1154,ba zí iš hu ut ti ra,baziis~huuttira,achE,huta,,-r; 3sg.an,,,Steuer-Macher,,,,,noun,,,Noun,ba-zí-iš.hu-ut-ti-ra,𒁀 𒍢 𒅖 𒄷 𒌓 𒋾 𒊏,False,0,False
1156,be a,bea,oE,,,,,,,,,,,noun,,,Noun,be-a,𒁁 𒀀,False,0,False
1157,h be a ši iš kur ra iš be,beas~iis~kurrais~be,achE,,,-š; op.loan,-p; 3pl.an,,Ornamentiker,,,,,noun,PL,3.0,Noun,h.be-a-ši-iš-kur-ra-iš-be,𒀸 𒁁 𒀀 𒅆 𒅖 𒆳 𒊏 𒅖 𒁁,False,0,False
1158,GAM be be,bebe,nE,?,,-p; 3pl.an,,,ihren Söhnchen,0.5,,,,noun,,,Noun,GAM.be-be,𒃵 𒁁 𒁁,False,0,False
1159,pe il,beil,oE,pil,,,,,Depot,0.5,storage (Q9158768),,,noun,,,Noun,pe-il,𒉿 𒅋,False,0,False
1160,pe il mi in,beilmiin,oE,pil,,,,,Hinterlegung,0.5,storage (Q9158768),,,noun,,,Noun,pe-il-mi-in,𒉿 𒅋 𒈪 𒅔,False,0,False
1161,be in si qa,beinsiqa,nE,?,,,,,Wein,0.5,wine (Q282),,,noun,,,Noun,be-in?-si-qa,𒁁 𒅔 𒋛 𒋡,False,0,False
1162,be ip la iš da,beiplais~da,achE,,,,,,er hat geschaffen,,,,,noun,SG,3.0,Noun,be-ip-la-iš-da,𒁁 𒅁 𒆷 𒅖 𒁕,False,0,False
1163,be ip li ip,beipliip,achE,,,,,,sie wurden gesetzt,,,,,noun,,,Noun,be-ip-li-ip,𒁁 𒅁 𒇷 𒅁,False,0,False
1164,be ip ši,beips~i,mE,peši,,,,,Erneuerung,,renewal (Q60818325),,,noun,,,Noun,be-ip-ši,𒁁 𒅁 𒅆,False,0,False
1165,be ip ši im ma,beips~iimma,mE,peši,,-ma; postp.loc,,,als Erneuerung,,renewal (Q60818325),,,noun,,,Noun,be-ip-ši-im-ma,𒁁 𒅁 𒅆 𒅎 𒈠,False,0,False
1166,be ip ši ya ma,beips~iyama,mE,peši,,-ma; postp.loc,,,in die Erneuerung,,renewal (Q60818325),,,noun,,,Noun,be-ip-ši-ya-ma,𒁁 𒅁 𒅆 𒉿 𒈠,False,0,False
1167,be ip taš,beiptas~,achE,,,,,,machte abtrünnig,,,,,noun,,,Noun,be-ip-taš,𒁁 𒅁 𒌨,False,0,False
1169,be ip ti ib ba,beiptiibba,achE,,,,,,Abtrünnige,,turncoat (Q1415358),,,noun,,,Noun,be-ip-ti-ib-ba,𒁁 𒅁 𒋾 𒅁 𒁀,False,0,False
1170,be ip ti ip,beiptiip,achE,,,,,,Abtrünnige,,turncoat (Q1415358),,,noun,,,Noun,be-ip-ti-ip,𒁁 𒅁 𒋾 𒅁,False,0,False
1171,v be ip ti ip pi,beiptiippi,achE,,,,,,Abtrünnige,,turncoat (Q1415358),,,noun,,,Noun,v.be-ip-ti-ip-pi,𒁹 𒁁 𒅁 𒋾 𒅁 𒉿,False,0,False
1172,be ip ti qa,beiptiqa,achE,,,,,,in Verzug geraten,,,,,noun,,,Noun,be-ip-ti-qa,𒁁 𒅁 𒋾 𒋡,False,0,False
1173,be ip tuk qa,beiptukqa,achE,,,,,,,,,,,noun,,,Noun,be-ip-tuk-qa,𒁁 𒅁 𒌇 𒋡,False,0,False
1174,be ir,beir,achE,ber (maybe OP bārya ?),,,,,Rasse,,human race (Q3254959),,,noun,,,Noun,be-ir,𒁁 𒅕,False,0,False
1175,be iš,beis~,achE,,,,,,er schuf,,,,,noun,SG,3.0,Noun,be-iš,𒁁 𒅖,False,0,False
1176,GAM be it ra,beitra,nE,peti,,-r; 3sg.an,,,Feind,,enemy (Q289891),,,noun,,,Noun,GAM.be-it-ra,𒃵 𒁁 𒀉 𒊏,False,0,False
1177,b e la qa,belaqa,achE,,,,,,das Festgegründete,,,,,noun,,,Noun,[b]e-la-qa,𒁁 𒆷 𒋡,False,0,False
1178,be la ti ra,belatira,nE,pelat,,-r; 3sg.an,,,Zimmermann,,carpenter (Q154549),,,noun,,,Noun,be-la-ti-ra,𒁁 𒆷 𒋾 𒊏,False,0,False
1179,be lat ra,belatra,nE,pelat,,-r; 3sg.an,,,Zimmermann,,carpenter (Q154549),,,noun,,,Noun,be-lat?-ra,𒁁 𒆳 𒊏,False,0,False
1180,be li in ri,beliinri,mE,pelen,,-r; 3sg.an,,,ein Festgründender,,,,,noun,,,Noun,be-li-in-ri,𒁁 𒇷 𒅔 𒊑,False,0,False
1181,2 be li li,belili,mE,,,,,,4. / 6.  Monat,,,,,noun,SG,1.0,Noun,2.be-li-li,𒈫 𒁁 𒇷 𒇷,False,0,False
1182,d be li li ut,beliliut,achE,,,,,,sechster Monat,,,,,noun,SG,1.0,Noun,d.be-li-li-ut,𒀭 𒁁 𒇷 𒇷 𒌓,False,0,False
1183,be ra man ra,beramanra,nE,,,,,,ein Lesender; Vorlesender,,,,,noun,,,Noun,be-ra-man-ra,𒁁 𒊏 𒌋𒌋 𒊏,False,0,False
1184,be ri ir,beriir,mE; nE,peri,,-r; 3sg.an,,,Herold,0.5,herald (Q696819),,,noun,,,Noun,be-ri-ir,𒁁 𒊑 𒅕,False,0,False
1187,be ši iš kur ráš be,bes~iis~kurras~be,achE,,,-š; op.loan,-p; 3pl.an,,Ornamentiker,,,,,noun,PL,3.0,Noun,be-ši-iš-kur-ráš-be,𒁁 𒅆 𒅖 𒆳 𒌇 𒁁,False,0,False
1188,be ti,beti,nE,peti,,,,,Feind,,enemy (Q289891),,,noun,,,Noun,be-ti,𒁁 𒋾,False,0,False
1189,be ti ib ba,betiibba,nE,peti,,-p; 3pl.an,,,Feinde,,enemy (Q289891),,,noun,,,Noun,be-ti-ib-ba,𒁁 𒋾 𒅁 𒁀,False,0,False
1190,be ti ib be,betiibbe,mE; nE; achE,peti,,-p; 3pl.an,,,Feinde,,enemy (Q289891),,,noun,,,Noun,be-ti-ib-be,𒁁 𒋾 𒅁 𒁁,False,0,False
1191,be ti in ni na,betiinnina,nE,peti,,-na; postp.gen,,,betreffe des Feindes,,enemy (Q289891),,,noun,,,Noun,be-ti-in-ni-[na?],𒁁 𒋾 𒅔 𒉌 𒈾,False,0,False
1192,be ti ip,betiip,oE; mE; achE,peti,,-p; 3pl.an,,,die Feinde,,enemy (Q289891),,,noun,PL,3.0,Noun,be-ti-ip,𒁁 𒋾 𒅁,False,0,False
1193,v be ti ip,betiip,achE,peti,,-p; 3pl.an,,,die Feinde,,,,,noun,PL,3.0,Noun,v.be-ti-ip,𒁹 𒁁 𒋾 𒅁,False,0,False
1194,v be ti ip na,betiipna,achE,peti,,-p; 3pl.an,-na; postp.gen,,der Feinde,,enemy (Q289891),,,noun,,,Noun,v.be-ti-ip-na,𒁹 𒁁 𒋾 𒅁 𒈾,False,0,False
1195,be ti ir,betiir,mE,peti,,-r; 3sg.an,,,Feind,,enemy (Q289891),,,noun,,,Noun,be-ti-ir,𒁁 𒋾 𒅕,False,0,False
1196,be ti ra máš zí ip,betiramas~ziip,nE,peti,,-r; 3sg.an,,,Krieger,,warrior (Q1250916),,,noun,,,Noun,be-ti-ra.máš-zí-ip,𒁁 𒋾 𒊏 𒈧 𒍢 𒅁,False,0,False
1197,be ti ra máš zí ip,betiramas~ziip,nE,mašzi,,-p; 3pl.an,,,Krieger,,warrior (Q1250916),,,noun,,,Noun,be-ti-ra.máš-zí-ip,𒁁 𒋾 𒊏 𒈧 𒍢 𒅁,False,0,False
1198,h be ul,beul,achE,pel,,,,,Jahr,,year (Q577),,,noun,,,Noun,h.be-ul,𒀸 𒁁 𒌌,False,0,False
1199,be ul,beul,achE,pel,,,,,Jahr,,,,,noun,,,Noun,be-ul,𒁁 𒌌,False,0,False
1200,h be ul li,beulli,achE,pel,,-e; 3sg.poss,,,sein Jahr,,year (Q577),,,noun,,,Noun,h.be-ul-li,𒀸 𒁁 𒌌 𒇷,False,0,False
1201,d be ul ti,beulti,nE,DN,,,,,Bēltu (DN),,,,,noun,,,Noun,d.be-ul-ti,𒀭 𒁁 𒌌 𒋾,False,0,False
1202,hh be ul ti in,beultiin,achE,PN,,,,,Bēl-iddin (PN),,,,,noun,,,Noun,hh.be-ul-ti-in,𒄬 𒁁 𒌌 𒋾 𒅔,False,0,False
1203,be ut,beut,achE,pet,,,,,Schlacht,,battle (Q178561),,,noun,,,Noun,be-ut,𒁁 𒌓,False,0,False
1204,be ut ni,beutni,achE,pet,,-ni; postp.gen,,,Fertigkeit,,skill (Q205961),,,noun,,,Noun,be-ut-ni,𒁁 𒌓 𒉌,False,0,False
1205,be ut qa um,beutqaum,achE,,,-m; op.loan,,,Nachtrag,,appendix (Q1376568),,,noun,,,Noun,be-ut-qa-um?,𒁁 𒌓 𒋡 𒌝,False,0,False
1206,hh be zí ya ma ti ya,beziyamatiya,achE,,,,,,der (Mann) aus Paišyāxvādā,,,,,noun,,,Noun,hh.be-zí-ya-ma-ti-ya,𒄬 𒁁 𒍢 𒉿 𒈠 𒋾 𒉿,False,0,False
1207,PI lg,bi,,GEŠTUG,Sum,,,,Ohr,,ear (Q7362),,,noun,,,Noun,PI.lg,𒉿 𒎌,False,0,False
1208,PI,bi,,PI,Sum,,,,ca. 60 litres,,,,,noun,,,Noun,PI,𒉿,False,0,False
1209,pi el,biel,mE,pil,,,,,Jahr,,year (Q577),,,noun,,,Noun,pi-el,𒉿 𒂖,False,0,True
1210,d bì el ti ya,bieltiya,mE,Bēltiya,,,,,Bēltiya (DN),,,,,noun,,,Noun,d.bì-el-ti-ya,𒀭 𒉿 𒂖 𒋾 𒉿,False,0,False
1211,GIŠ pi hi ra um,bihiraum,achE,,,,,,Elfenbein,,ivory (Q82001),,,noun,,,Noun,GIŠ.pi-hi-ra-um,𒄑 𒉿 𒄭 𒊏 𒌝,False,0,False
1212,h pi ik da,biikda,achE,pikti,,,,,Beistand,,assistance (Q1643184),,,noun,,,Noun,h.pi-ik-da,𒀸 𒉿 𒅅 𒁕,False,0,False
1213,GIŠ pi ik ki,biikki,nE,pikki,,,,,"Gebrauchsgegenstand, wohl aus Holz",,,,,noun,,,Noun,GIŠ.pi-ik-ki,𒄑 𒉿 𒅅 𒆠,False,0,False
1214,pi ik ti,biikti,achE,pikti,,,,,Beistand,,,,,noun,,,Noun,pi-ik-ti,𒉿 𒅅 𒋾,False,0,False
1215,pi ip ši it te,biips~iitte,mE,peši,,,,,Erneuerung,,renewal (Q60818325),,,noun,,,Noun,pi-ip-ši-it-te,𒉿 𒅁 𒅆 𒀉 𒋼,False,0,True
1216,pi ip ši na,biips~ina,achE,peši,,-na; postp.gen,,,an (mit) neuem Wein (= Heurigem) ?,,,,,noun,,,Noun,pi-ip-ši-na,𒉿 𒅁 𒅆 𒈾,False,0,False
1217,pi ip ši ya ma,biips~iyama,mE,peši,,-ma; postp.loc,,,Erneuerung,,renewal (Q60818325),,,noun,,,Noun,pi-ip-ši-ya-ma,𒉿 𒅁 𒅆 𒉿 𒈠,False,0,False
1218,pi ip sir ma an ra,biipsirmaanra,mE,,,,,,,,,,,noun,,,Noun,pi-ip-sir-ma-an-ra,𒉿 𒅁 𒋤 𒈠 𒀭 𒊏,False,0,False
1219,pi ir ik ra,biirikra,achE,,,,,,ein Durchreisender,,,,,noun,,,Noun,pi-ir-ik-ra,𒉿 𒅕 𒅅 𒊏,False,0,False
1220,pi ir ri,biirri,achE,piri,,,,,Datteln,,date (Q1652093),,,noun,,,Noun,pi-ir-ri,𒉿 𒅕 𒊑,False,0,False
1221,pi ir tap,biirtap,achE,pirtap,,,,,Belohnung,,bounty (Q4372150),,,noun,,,Noun,pi?-ir-tap,𒉿 𒅕 𒋰,False,0,False
1222,bi ir ti ir,biirtiir,oE,pirti,,-r; 3sg.an,,,"einer, der scheut(?); ""ami"" (Scheil)",0.1,,,,noun,,,Noun,bi-ir-ti-ir,𒁉 𒅕 𒋾 𒅕,False,0,False
1223,pi iš,biis~,nE,piš,,,,,Schrifttafel,0.5,writing tablet (Q16744570),,,noun,,,Noun,pi-iš,𒉿 𒅖,False,0,False
1224,h pi iš ti ya,biis~tiya,achE,pistiya,,,,,Hersteller von Röstmehl,1,,,,noun,,,Noun,h.pi-iš-ti-ya,𒀸 𒉿 𒅖 𒋾 𒉿,False,0,False
1225,GIŠ pi iš tuk qa,biis~tukqa,achE,pistaka,,,,,Pistazien,1,pistacia (Q35987),,,noun,,,Noun,GIŠ.pi-iš-tuk-qa,𒄑 𒉿 𒅖 𒌇 𒋡,False,0,False
1226,pi is si,biissi,mE,piš,,,,,Schrifttafel; Gedenktafel,0.5,,,,noun,,,Noun,pi-is-si,𒉿 𒄑 𒋛,False,0,False
1227,h bì it si li ya,biitsiliya,,GN,,,,,,,,,,noun,,,Noun,[h.bì]-it.si-li-ya,𒀸 𒉿 𒀉 𒋛 𒇷 𒉿,False,0,False
1228,pi it te im ma,biitteimma,mE,pitti,,-ma; postp.loc,,,Einfriedung; Umfassung,1,stockade (Q104840593),,,noun,,,Noun,pi-it-te-im-ma,𒉿 𒀉 𒋼 𒅎 𒈠,False,0,False
1229,pi kin,bikin,nE; achE,pikin,,,,,Beschaffung,0.5,procurement (Q829492),,,noun,,,Noun,pi-kin,𒉿 𒆥,False,0,False
1230,pi kin taš,bikintas~,nE,pikintaš,,,,,Hufeisen,0.5,horseshoe (Q192130),,,noun,,,Noun,pi-kin-taš,𒉿 𒆥 𒌨,False,0,False
1231,pi li,bili,oE; mE,pili,,,,,Schaffen; Wirken,,,,,noun,,,Noun,pi-li,𒉿 𒇷,False,0,False
1232,pi li ir,biliir,oE,pili,,-r; 3sg.an,,,Begründer; Stifter,,organizational founder (Q4479442),,,noun,,,Noun,pi-li-ir,𒉿 𒇷 𒅕,False,0,False
1233,LÚ pil lat,billat,nA,GN,,,,,Mann aus Pillat,1,,,,noun,,,Noun,LÚ.pil-lat,𒇽 𒉈 𒆳,False,0,False
1234,h pi lu,bilu,achE,pilu,,,,,Weinkeller,,wine cellar (Q22995),,,noun,SG,1.0,Noun,h.pi-lu,𒀸 𒉿 𒇻,False,0,False
1235,pi ni ik ku,biniikku,mE,pinikku,,,,,Gedenktafel,0.5,commemorative plaque (Q721747),,,noun,,,Noun,pi-ni-ik-ku,𒉿 𒉌 𒅅 𒆪,False,0,False
1236,pi ni ir,biniir,mE,pini,,-r; 3sg.an,,,Jäger,0.5,hunter (Q1714828),,,noun,,,Noun,pi-ni-ir,𒉿 𒉌 𒅕,False,0,False
1237,pi ra da iz zí iš,biradaizziis~,achE,fratačya,,-š; op.loan,,,Eilbote(dienst),1,courier (Q848466),,,noun,,,Noun,pi-ra-da-iz-zí-iš,𒉿 𒊏 𒁕 𒄑 𒍢 𒅖,False,0,False
1238,pír du ba kaš,birdubakas~,,?,,-š; op.loan,,,Mehl; Mehltransport,0.5,,,,noun,,,Noun,pír-du?-ba?-kaš,𒂟 𒁺 𒁀 𒁉,False,0,False
1239,GAM pír ha qa,birhaqa,nE,pirhaqa,,,,,Verwüstung; Verödung,0.5,desolation (Q62513167),,,noun,,,Noun,GAM.pír-ha-qa,𒃵 𒂟 𒄩 𒋡,False,0,False
1240,pi ri,biri,oE,piri,,,,,Obstart; Datteln,0.5,fruit (Q3314483),,,noun,,,Noun,pi-ri,𒉿 𒊑,False,0,False
1241,GIŠ pi ri,biri,achE,piri,,,,,Obstart; Datteln,0.5,fruit (Q3314483),,,noun,,,Noun,GIŠ.pi-ri,𒄑 𒉿 𒊑,False,0,False
1242,pi ri ip,biriip,achE,pari,,-p; 3pl.an,,,Marschierende; Reisende,,,,,noun,PL,3.0,Noun,pi-ri-ip,𒉿 𒊑 𒅁,False,0,False
1243,GIŠ pi ri pi ri,biripiri,achE,piri,,,,,Obstart; Datteln,,date (Q1652093),,,noun,,,Noun,GIŠ.pi-ri-pi-ri,𒄑 𒉿 𒊑 𒉿 𒊑,False,0,False
1244,h pír iš ti ip,biris~tiip,nE,GN,,-p; 3pl.an,,,Leute aus Pirišti?,0.5,,,,noun,,,Noun,h.pír-iš-ti-ip,𒀸 𒂟 𒅖 𒋾 𒅁,False,0,False
1245,h pír ma zí ya ip,birmaziyaip,achE,GN,,-p; 3pl.an,,,Leute aus pír-ma-za,0.5,,,,noun,,,Noun,h.pír-ma-zí-ya-ip,𒀸 𒂟 𒈠 𒍢 𒉿 𒅁,False,0,False
1246,GAM pír na kur li be na,birnakurlibena,nE,GN,,-p; 3pl.an,-na; postp.gen,,von den Pirnakili Leuten,0.5,,,,noun,PL,3.0,Noun,GAM.pír-na?-kur-li-be-na,𒃵 𒂟 𒈾 𒆳 𒇷 𒁁 𒈾,False,0,False
1247,pír ni lg,birni,mE,pirni,,,,,Hälfte,0.5,half (Q39373172),,,noun,,,Noun,pír-ni.lg,𒂟 𒉌 𒎌,False,0,False
1248,pír nu ba še,birnubas~e,achE,pirnuba,,,,,seine Hälfte,0.5,half (Q39373172),,,noun,,,Noun,pír-nu-ba-še,𒂟 𒉡 𒁀 𒊺,False,0,False
1249,pír nu ba še,birnubas~e,achE,šai,,,,,seine Hälfte,0.5,half (Q39373172),,,noun,,,Noun,pír-nu-ba-še,𒂟 𒉡 𒁀 𒊺,False,0,False
1250,pír nu ib ba ik,birnuibbaik,achE,pirnubak,,,,,Hälfte,0.5,half (Q39373172),,,noun,,,Noun,pír-nu-ib-ba-ik,𒂟 𒉡 𒅁 𒁀 𒅅,False,0,False
1251,hh pír ra da iz zí iš,birradaizziis~,achE,fratačya,,-š; op.loan,,,Eilbote,,courier (Q848466),,,noun,,,Noun,hh.pír-ra-da-iz-zí-iš,𒄬 𒂟 𒊏 𒁕 𒄑 𒍢 𒅖,False,0,False
1252,pír ra da su iš,birradasuis~,achE,fratačya,,-š; op.loan,,,Eilbote,,courier (Q848466),,,noun,,,Noun,pír-ra-da-su-iš,𒂟 𒊏 𒁕 𒋢 𒅖,False,0,False
1253,hh pír ra da zí,birradazi,achE,fratačya,,,,,Eilbote,,courier (Q848466),,,noun,,,Noun,hh.pír-ra-da-zí,𒄬 𒂟 𒊏 𒁕 𒍢,False,0,False
1254,hh pír ra da zí iš,birradaziis~,achE,fratačya,,-š; op.loan,,,Eilbote,,courier (Q848466),,,noun,,,Noun,hh.pír-ra-da-zí-iš,𒄬 𒂟 𒊏 𒁕 𒍢 𒅖,False,0,False
1255,h pír ra da zí iš,birradaziis~,achE,fratačya,,-š; op.loan,,,Kurierdienst,,courier service (Q57616098),,,noun,,,Noun,h.pír-ra-da-zí-iš,𒀸 𒂟 𒊏 𒁕 𒍢 𒅖,False,0,False
1256,bìr ra iz man nu ya,birraizmannuya,achE,brazmanya,,,,,Ritual-Kenner,,,,,noun,,,Noun,bìr-ra-iz-man-nu-ya,𒂟 𒊏 𒄑 𒌋𒌋 𒉡 𒉿,False,0,False
1257,pír ra k ur ru sa ka š,birrakurrusakas~,achE,fra-xvarϑa-kaš,,,,,Pflanzer; Saatzüchter,,,,,noun,,,Noun,pír-ra-[k]ur?-ru-sa-ka[š?],𒂟 𒊏 𒆳 𒊒 𒊓 𒁉,False,0,False
1258,v pír ra ma da ra na,birramadarana,achE,framātāram,,,,,Gebieter,,ruler (Q1097498),,,noun,,,Noun,v.pír-ra-ma-da-ra-na,𒁹 𒂟 𒊏 𒈠 𒁕 𒊏 𒈾,False,0,False
