,transliteration,sorting,period,base,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_hk_qid,certainty-weight_MEGA,sense_MEGA_qid,POS,number,person,category,transliteration original,unicode,roman,count,is_match
7212,pa ma nu ya qa ra,bamanuyaqara,achE,,,,,,,,,,,other,,,other,pa-ma-nu-ya-qa?-ra?,𒉺 𒈠 𒉡 𒉿 𒋡 𒊏,False,0,False
7213,pa ra …,bara,achE,,,,,,,,,,,other,,,other,pa-ra-[…],𒉺 𒊏 …,False,0,False
7214,pa ši na,bas~ina,oE,,,,,,,,,,,other,,,other,pa-ši-na,𒉺 𒅆 𒈾,False,0,False
7215,pa ši pi,bas~ipi,mE,,,,,,,,,,,other,,,other,pa-ši-pi,𒉺 𒅆 𒉿,False,0,False
7216,pa tin,batin,,,,,,,,,,,,other,,,other,pa-tin,𒉺 𒁷,False,0,False
7217,pi du um ma,biduumma,mE,,,,,,,,,,,other,,,other,pi-du-um-ma,𒉿 𒁺 𒌝 𒈠,False,0,True
7218,pi el li,bielli,oE,,,,,,,,,,,other,,,other,pi-el-li,𒉿 𒂖 𒇷,False,0,False
7219,pi h ni ya,bihniya,mE,,,,,,,,,,,other,,,other,pi-h?-ni-ya,𒉿 𒀸 𒉌 𒉿,False,0,False
7220,pi ir,biir,oE; nE; achE,,,,,,,,,,,other,,,other,pi-ir,𒉿 𒅕,False,0,False
7221,pi iš ši,biis~s~i,,,,,,,,,,,,other,,,other,pi-iš-ši,𒉿 𒅖 𒅆,False,0,False
7222,pi iš ti,biis~ti,nE,,,,,,,,,,,other,,,other,pi-iš-ti,𒉿 𒅖 𒋾,False,0,False
7223,pi lak,bilak,nE,,,,,,,,,,,other,,,other,pi-lak?,𒉿 𒋃,False,0,False
7224,pi li ni qa me,biliniqame,mE,,,,,,,,,,,other,,,other,pi-li-ni-qa-me,𒉿 𒇷 𒉌 𒋡 𒈨,False,0,False
7225,pi ra ak ka,biraakka,oE,,,,,,,,,,,other,,,other,pi-ra-ak-ka,𒉿 𒊏 𒀝 𒅗,False,0,False
7226,pi tú ša,bitus~a,mE,,,,,,,,,,,other,,,other,pi-tú-ša,𒉿 𒌓 𒊭,False,0,False
7228,pi el pi ri,bielpiri,achE,,,,,,,,,,,other,,,other,pi?-el-pi?-ri,𒉿 𒂖 𒉿 𒊑,False,0,False
7229,pi ir kur,biirkur,mE,,,,,,,,,,,other,,,other,pi?-ir-kur?,𒉿 𒅕 𒆳,False,0,False
7230,pil li,billi,nE,,,,,,,,,,,other,,,other,pil-li,𒉈 𒇷,False,0,False
7231,pil lg,bil,nE,,,,,,,,,,,other,,,other,pil.lg,𒉈 𒎌,False,0,False
7232,pír,bir,,,,,,,,,,,,other,,,other,pír,𒂟,False,0,False
7233,pír an ni7 in,biranni7in,nE,,,,,,,,,,,other,,,other,pír-an-ni7?-in,𒂟 𒀭 𒉏 𒅔,False,0,False
7234,pír ri na,birrina,achE,,,,,,,,,,,other,,,other,pír-ri-na,𒂟 𒊑 𒈾,False,0,False
7235,pír lg,bir,mE,,,,,,,,,,,other,,,other,pír.lg,𒂟 𒎌,False,0,False
7236,pu el ki e,buelkie,nE,,,,,,,,,,,other,,,other,pu-el-ki-e,𒁍 𒂖 𒆠 𒂊,False,0,False
7237,pu hu ni qa me na,buhuniqamena,mE,,,,,,,,,,,other,,,other,pu-hu-ni-qa-me-na,𒁍 𒄷 𒉌 𒋡 𒈨 𒈾,False,0,False
7238,pu ud da,buudda,nE; achE,,,,,,,,,,,other,,,other,pu-ud-da,𒁍 𒌓 𒁕,False,0,False
7239,pu ul ri nu um,buulrinuum,oE,,,,,,,,,,,other,,,other,pu-ul-ri-nu-um,𒁍 𒌌 𒊑 𒉡 𒌝,False,0,False
7240,pu ur mu,buurmu,nE,,,,,,,,,,,other,,,other,pu-ur-mu,𒁍 𒌨 𒈬,False,0,False
7243,qa iš,gais~,achE,,,,,,,,,,,other,,,other,qa-iš,𒋡 𒅖,False,0,False
7244,qa ra da la ri,garadalari,achE,,,,,,,,,,,other,,,other,qa-ra.da-la-ri,𒋡 𒊏 𒁕 𒆷 𒊑,False,0,False
7245,qa te ma,gatema,achE,,,,,,,,,,,other,SG,3.0,other,qa-te-ma,𒋡 𒋼 𒈠,False,0,False
7246,ru ur,ruur,achE,,,,,,,,,,,other,,,other,ru-ur,𒊒 𒌨,False,0,False
7247,ša,s~a,mE,,,,,,,,,,,other,,,other,ša,𒊭,False,0,True
7251,sa ap ap pa,saapappa,achE,,,,,,,,,,,other,,,other,sa-ap.ap-pa,𒊓 𒀊 𒀊 𒉺,False,0,False
7252,sa ap ap pa an qa,saapappaanqa,achE,,,,,,,,,,,other,,,other,sa-ap.ap-pa.an-qa,𒊓 𒀊 𒀊 𒉺 𒀭 𒋡,False,0,False
7253,sa ap ap pa na qa,saapappanaqa,achE,,,,,,,,,,,other,,,other,sa-ap.ap-pa.na-qa,𒊓 𒀊 𒀊 𒉺 𒈾 𒋡,False,0,False
7254,ša ar ra na,s~aarrana,,,,,,,,,,,,other,,,other,ša-ar-ra-na,𒊭 𒅈 𒊏 𒈾,False,0,True
7257,sa da na,sadana,achE,,,,,,,,,,,other,,,other,sa-da-na,𒊓 𒁕 𒈾,False,0,False
7258,sa dè it,sadeit,oE,,,,,,,,,,,other,,,other,sa-dè-it,𒊓 𒉈 𒀉,False,0,False
7273,še ma,s~ema,achE,,,,,,,,,,,other,,,other,še-ma,𒊺 𒈠,False,0,False
7274,si a na,siana,nE,,,,,,,,,,,other,,,other,si-a-na,𒋛 𒀀 𒈾,False,0,False
7275,si a ni me,sianime,nE,,,,,,,,,,,other,,3.0,other,si-a-ni-me,𒋛 𒀀 𒉌 𒈨,False,0,False
7276,si an i me,sianime,nE,,,,,,,,,,,other,,3.0,other,si-an-i-me,𒋛 𒀭 𒄿 𒈨,False,0,False
7277,si di im ma,sidiimma,mE,,,,,,,,,,,other,,,other,si-di-im-ma,𒋛 𒁲 𒅎 𒈠,False,0,True
7278,si ib ba ma qa,siibbamaqa,mE,,,,,,,,,,,other,,,other,si-ib-ba-ma-qa,𒋛 𒅁 𒁀 𒈠 𒋡,False,0,False
7279,si ma,sima,mE; nE,,,,,,,,,,,other,,,other,si-ma,𒋛 𒈠,False,0,False
7280,si ra,sira,oE; mE,,,,,,,,,,,other,,,other,si-ra,𒋛 𒊏,False,0,False
7281,ši ti qa,s~itiqa,achE,,,,,,,,,,,other,,,other,ši-ti-qa,𒅆 𒋾 𒋡,False,0,False
7282,si ut ma na,siutmana,achE,,,,,,,,,,,other,,,other,si-ut-ma-na,𒋛 𒌓 𒈠 𒈾,False,0,False
7283,si ya an um me ma,siyaanummema,mE,,,,,,,,,,,other,,,other,si-ya-an-um-me-ma,𒋛 𒉿 𒀭 𒌝 𒈨 𒈠,False,0,False
7284,si11 ma,si11ma,oE,,,,,,,,,,,other,,,other,si11-ma,𒋝 𒈠,False,0,False
7285,šil la ki ik qa,s~illakiikqa,achE,,,,,,,,,,,other,,,other,šil-la-ki-ik-qa,𒋻 𒆷 𒆠 𒅅 𒋡,False,0,False
7286,sir na,sirna,nE,,,,,,,,,,,other,,,other,sir-na,𒋤 𒈾,False,0,False
7287,su dè it,sudeit,oE,,,,,,,,,,,other,,,other,su-dè-it,𒋢 𒉈 𒀉,False,0,False
7288,su lu ka ak,sulukaak,mE,,,,,,,,,,,other,,,other,su-lu-ka-ak,𒋢 𒇻 𒅗 𒀝,False,0,False
7289,šu mu na,s~umuna,nE,,,,,,,,,,,other,,,other,šu-mu-na,𒋗 𒈬 𒈾,False,0,False
7290,šu ri na,s~urina,oE,,,,,,,,,,,other,,,other,šu-ri-na,𒋗 𒊑 𒈾,False,0,False
7291,su sim KI,susimki,oAkk,,,,,,,,,,,other,,,other,su-sim.KI,𒋢 𒋆 𒆠,False,0,False
7292,šu ut zí ma qa,s~uutzimaqa,nE,,,,,,,,,,,other,,,other,šu-ut-zí-ma?-qa,𒋗 𒌓 𒍢 𒈠 𒋡,False,0,False
7293,šu da,s~uda,achE,,,,,,,,,,,other,,,other,šu?-da,𒋗 𒁕,False,0,False
7294,ta al lu h,daalluh,mE,,,,,,,,,,,other,,,other,ta-al-lu-h,𒋫 𒀠 𒇻 𒀸,False,0,False
7295,ta hu re,dahure,oE,,,,,,,,,,,other,,,other,ta-hu-re,𒋫 𒄷 𒊑,False,0,False
7296,ta na ne,danane,oE,,,,,,,,,,,other,,,other,ta-na-ne,𒋫 𒈾 𒉈,False,0,False
7298,ta ri,dari,oE,,,,,,,,,,,other,,,other,ta-ri,𒋫 𒊑,False,0,False
7299,ta ri en,darien,oE,,,,,,,,,,,other,PL,3.0,other,ta-ri-en,𒋫 𒊑 𒂗,False,0,False
7300,tak,dak,nE,,,,,,,,,,,other,SG,1.0,other,tak,𒋳,False,0,False
7301,tak ni ma,daknima,mE,,,,,,,,,,,other,,,other,tak-ni-ma,𒋳 𒉌 𒈠,False,0,False
7302,tal li ma na,dallimana,achE,,,,,,,,,,,other,,,other,tal-li-ma-na,𒊑 𒇷 𒈠 𒈾,False,0,False
7303,te,de,achE,,,,,,,,,,,other,SG,3.0,other,te,𒋼,False,0,False
7304,te hu ur,dehuur,,,,,,,,,,,,other,,,other,te-hu-ur,𒋼 𒄷 𒌨,False,0,False
7305,te ib ba,deibba,nE; achE,,,,,,,,,,,other,,,other,te-ib-ba,𒋼 𒅁 𒁀,False,0,False
7306,te ik,deik,nE,,,,,,,,,,,other,,,other,te-ik,𒋼 𒅅,False,0,False
7307,te ir,deir,,,,,,,,,,,,other,,,other,te-ir,𒋼 𒅕,False,0,False
7308,te la lg e be,delaebe,nE,,,,,,,,,,,other,,,other,te-la?.lg?.e-be?,𒋼 𒆷 𒎌 𒂊 𒁁,False,0,False
7310,te š a …,des~a,mE,,,,,,,,,,,other,,,other,te-š[a-…],𒋼 𒊭 …,False,0,False
7311,te en lg,deen,mE,,,,,,,,,,,other,,,other,te?-en?.lg,𒋼 𒂗 𒎌,False,0,False
7313,ti at,diat,mE,,,,,,,,,,,other,,,other,ti-at,𒋾 𒀜,False,0,False
7314,ti ib ba,diibba,mE; nE; achE,,,,,,,,,,,other,SG,1.0,other,ti-ib-ba,𒋾 𒅁 𒁀,False,0,False
7315,ti ib be,diibbe,nE; achE,,,,,,,,,,,other,,,other,ti-ib-be,𒋾 𒅁 𒁁,False,0,False
7316,ti ir da,diirda,nE,,,,,,,,,,,other,,,other,ti-ir-da,𒋾 𒅕 𒁕,False,0,False
7317,ti pu,dipu,oE,,,,,,,,,,,other,,,other,ti-pu,𒋾 𒁍,False,0,False
7319,ti šum …,dis~um,nE,,,,,,,,,,,other,,,other,ti-šum-[…],𒋾 𒋳 …,False,0,False
7320,ti ut táh hi e,diuttahhie,nE,,,,,,,,,,,other,,,other,ti-ut-táh-hi-e,𒋾 𒌓 𒃮 𒄭 𒂊,False,0,False
7321,ti ya ra,diyara,mE,,,,,,,,,,,other,,,other,ti-ya-ra,𒋾 𒉿 𒊏,False,0,False
7322,ti zi iš,diziis~,oE,,,,,,,,,,,other,,,other,ti-zi-iš,𒋾 𒍣 𒅖,False,0,False
7323,ti ba,diba,achE,,,,,,,,,,,other,,,other,ti?-ba,𒋾 𒁀,False,0,False
7326,tu um ba an ra,duumbaanra,nE,,,,,,,,,,,other,SG,3.0,other,tu-um-ba-an-ra,𒌅 𒌝 𒁀 𒀭 𒊏,False,0,False
7327,tu ur,duur,oE,,,,,,,,,,,other,,,other,tu-ur,𒌅 𒌨,False,0,False
7328,tu ur ma,duurma,mE; nE,,,,,,,,,,,other,,,other,tu-ur-ma,𒌅 𒌨 𒈠,False,0,False
7329,tu ur na,duurna,mE,,,,,,,,,,,other,,,other,tu-ur-na,𒌅 𒌨 𒈾,False,0,False
7330,tu4 ru qa na,duruqana,nE,,,,,,,,,,,other,,,other,tu4-ru-qa-na,𒌈 𒊒 𒋡 𒈾,False,0,False
7331,tu4 um ba an ra,duumbaanra,nE,,,,,,,,,,,other,SG,3.0,other,tu4-um-ba-an-ra,𒌈 𒌝 𒁀 𒀭 𒊏,False,0,False
7332,tu4 ur,duur,mE,tur,,,,,"wegen, für, um",1.0,,0.5,heart (Q1072),noun,,,other,tu4-ur,𒌈 𒌨,False,0,True
7333,tu4 ut ri na,duutrina,mE,,,,,,,,,,,other,,,other,tu4-ut-ri-na,𒌈 𒌓 𒊑 𒈾,False,0,False
7334,tub bar nu,dubbarnu,nE,,,,,,,,,,,other,,,other,tub-bar-nu,𒁾 𒁇 𒉡,False,0,False
7335,u,u,oE,,,,,,,,,,,noun,SG,1.0,other,u,𒌋,False,0,False
7340,u ha an,uhaan,achE,,,,,,,,,,,other,,,other,u-ha-an,𒌋 𒄩 𒀭,False,0,False
7360,uk ap,ukap,achE,,,,,,,,,,,other,,,other,uk-ap,𒊌 𒀊,False,0,False
7361,uk ku ma,ukkuma,mE; nE,,,,,,,,,,,other,SG,1.0,other,uk-ku-ma,𒊌 𒆪 𒈠,False,0,True
7362,uk ku na,ukkuna,achE,,,,,,,,,,,other,,,other,uk-ku-na,𒊌 𒆪 𒈾,False,0,False
7363,uk ku ni,ukkuni,mE,,,,,,,,,,,other,,,other,uk-ku-ni,𒊌 𒆪 𒉌,False,0,False
7364,uk ku pi ip,ukkupiip,mE,,,,,,,,,,,other,PL,3.0,other,uk-ku-pi-ip,𒊌 𒆪 𒉿 𒅁,False,0,False
7365,uk ku ri ir,ukkuriir,mE; nE,,,,,,,,,,,other,SG,3.0,other,uk-ku-ri-ir,𒊌 𒆪 𒊑 𒅕,False,0,False
7366,uk ku un na,ukkuunna,nE,,,,,,,,,,,other,,,other,uk-ku-un-na,𒊌 𒆪 𒌦 𒈾,False,0,False
7367,uk qa ap,ukqaap,achE,,,,,,,,,,,other,,,other,uk-qa-ap,𒊌 𒋡 𒀊,False,0,False
7368,uk qa ip,ukqaip,achE,,,,,,,,,,,other,,,other,uk-qa-ip,𒊌 𒋡 𒅁,False,0,False
7369,ul la ma na,ullamana,achE,,,,,,,,,,,other,,,other,ul-la-ma-na,𒌌 𒆷 𒈠 𒈾,False,0,False
7370,ul la na,ullana,achE,,,,,,,,,,,other,,,other,ul-la-na,𒌌 𒆷 𒈾,False,0,False
7371,ul li ma na,ullimana,achE,,,,,,,,,,,other,,,other,ul-li-ma-na,𒌌 𒇷 𒈠 𒈾,False,0,False
7372,ul li na,ullina,mE; nE,lina,,-na; postp.gen,,,von mir als Gabe,1.0,,1.0,gift (Q184303),noun,,,other,ul-li-na,𒌌 𒇷 𒈾,False,0,True
7373,ul li na,ullina,mE; nE,u,,,,,,,,1.0,self (Q3236990),personal pronoun,,,other,ul-li-na,𒌌 𒇷 𒈾,False,0,True
7374,ul li na,ullina,mE; nE,i,,-n; 3sg.inan,,,,,,1.0,third-person singular (Q51929447),demonstrative pronoun,,,other,ul-li-na,𒌌 𒇷 𒈾,False,0,True
7375,um,um,achE,,,,,,,,,,,other,,,other,um,𒌝,False,0,False
7376,um me,umme,mE,,,,,,,,,,,other,,,other,um-me,𒌝 𒈨,False,0,True
7377,un,un,mE; nE; achE,,,,,,,,,,,other,,,other,un,𒌦,False,0,True
7378,un,un,mE; nE; achE,,,,,,,,,,,other,,,other,un-,𒌦,False,0,False
7379,un na,unna,achE,,,,,,,,,,,other,,,other,un-na,𒌦 𒈾,False,0,False
7380,un ra,unra,achE,,,,,,,,,,,other,,,other,un-ra,𒌦 𒊏,False,0,False
7381,un ra na,unrana,achE,,,,,,,,,,,other,,,other,un-ra-na,𒌦 𒊏 𒈾,False,0,False
7382,up,up,mE,,,,,,,,,,,other,SG,1.0,other,up,𒌒,False,0,False
7383,ur,ur,mE; nE,,,,,,,,,,,other,SG,1.0,other,ur,𒌨,False,0,True
7384,ur,ur,mE; nE,,,,,,,,,,,other,SG,1.0,other,ur-,𒌨,False,0,False
7385,ut ta,utta,nE,,,,,,,,,,,other,,,other,ut-ta,𒌓 𒋫,False,0,False
7386,ut ti man,uttiman,nE,,,,,,,,,,,other,,,other,ut-ti-man?,𒌓 𒋾 𒌋𒌋,False,0,False
7387,ut tuk qa,uttukqa,achE,,,,,,,,,,,other,,,other,ut-tuk-qa,𒌓 𒌇 𒋡,False,0,False
7388,v ak qa be,akqabe,achE,,,,,,,,,,,other,SG,1.0,other,v.ak-qa-be,𒁹 𒀝 𒋡 𒁁,False,0,False
7389,v ak qa ri,akqari,achE,,,,,,,,,,,other,,,other,v.ak-qa-ri,𒁹 𒀝 𒋡 𒊑,False,0,False
7390,v at te ri,atteri,achE,,,,,,,,,,,other,,,other,v.at-te-ri,𒁹 𒀜 𒋼 𒊑,False,0,False
7391,v ha ak qa man nu iš ši ya ra,haakqamannuis~s~iyara,,,,,,,,,,,,other,,,other,v.ha-ak-qa-man-nu-iš-ši-ya-ra,𒁹 𒄩 𒀝 𒋡 𒌋𒌋 𒉡 𒅖 𒅆 𒉿 𒊏,False,0,False
7392,v ir še ik ki ip in na,irs~eikkiipinna,achE,,,,,,,,,,,other,PL,3.0,other,v.ir-še-ik-ki-ip-in-na,𒁹 𒅕 𒊺 𒅅 𒆠 𒅁 𒅔 𒈾,False,0,False
7393,v ki ir,giir,achE,,,,,,,,,,,other,SG,3.0,other,v.ki-ir,𒁹 𒆠 𒅕,False,0,False
7394,v nu,nu,achE,,,,,,,,,,,other,SG,1.0,other,v.nu,𒁹 𒉡,False,0,False
7395,v nu in,nuin,achE,,,,,,,,,,,other,SG,1.0,other,v.nu-in,𒁹 𒉡 𒅔,False,0,False
7396,v nu ku,nuku,nE; achE,,,,,,,,,,,other,PL,1.0,other,v.nu-ku,𒁹 𒉡 𒆪,False,0,False
7397,v nu qa mi,nuqami,achE,,,,,,,,,,,other,SG,,other,v.nu-qa-mi,𒁹 𒉡 𒋡 𒈪,False,0,False
7409,ya ak,yaak,mE,,,,,,,,,,,other,,,other,ya-ak,𒉿 𒀝,False,0,False
7410,ya na a,yanaa,achE,,,,,,,,,,,other,,,other,ya-na-a,𒉿 𒈾 𒀀,False,0,False
7411,ya ni,yani,achE,,,,,,,,,,,other,,,other,ya-ni,𒉿 𒉌,False,0,False
7412,z í y a ma ak ma na,ziyamaakmana,achE,,,,,,,,,,,other,,,other,z[í-y]a-[ma-ak]-ma-na,𒍢 𒉿 𒈠 𒀝 𒈠 𒈾,False,0,False
7413,zí ma,zima,nE,,,,,,,,,,,other,,,other,zí-ma,𒍢 𒈠,False,0,False
7414,zí ti,ziti,achE,,,,,,,,,,,other,,,other,zí-ti,𒍢 𒋾,False,0,False
7415,zu uk ki ir ma ni,zuukkiirmani,mE,,,,,,,,,,,other,,,other,zu-uk-ki-ir-ma-ni,𒍪 𒊌 𒆠 𒅕 𒈠 𒉌,False,0,False
7416,zu uk qa na,zuukqana,mE,,,,,,,,,,,other,,,other,zu-uk-qa-na,𒍪 𒊌 𒋡 𒈾,False,0,False
7417,zu uz qa ma qa,zuuzqamaqa,mE,,,,,,,,,,,other,,,other,zu-uz-qa-ma-qa,𒍪 𒊻 𒋡 𒈠 𒋡,False,0,False
7418,a t ta da ru ni gi,attadarunigi,oE,,,,,,,,,,,PN,,,PN,[a]t?-ta-da-ru-ni-gi,𒀜 𒋫 𒁕 𒊒 𒉌 𒄀,False,0,False
7419,d hu ut ra an ki tin,huutraankitin,nE,,,,,,,,,,,PN,,,PN,[d.hu]-ut-ra-an.ki-tin,𒀭 𒄷 𒌓 𒊏 𒀭 𒆠 𒁷,False,0,False
7420,d IM ha al da aš,imhaaldaas~,oE,,,,,,,,,,,PN,,,PN,[d].IM.ha-al-da-[aš?],𒀭 𒅎 𒄩 𒀠 𒁕 𒀸,False,0,False
7421,d IŠKUR ha al da aš,is~haaldaas~,oE,,,,,,,,,,,PN,,,PN,[d].IŠKUR.ha-al-da-[aš?],𒀭 𒅎 𒄩 𒀠 𒁕 𒀸,False,0,False
7423,GÉ ME si mu ut,gemesimuut,,,,,,,,,,,,PN,,,PN,[GÉ]ME.si-mu-ut,𒊩𒆳 𒋛 𒈬 𒌓,False,0,False
7424,HAM hu ban šu tur ruk,hamhubans~uturruk,nE,,,,,,,,,,,PN,,,PN,[HAM].hu-ban.šu-tur-ruk,𒃵 𒄷 𒉼 𒋗 𒌉 𒊿,False,0,False
7425,har máš zí man ba,harmas~zimanba,achE,,,,,,,,,,,PN,Pl.,3rd Anim.,PN,[har].máš-zí-man-ba,𒄯 𒈧 𒍢 𒌋𒌋 𒁀,False,0,False
7426,hh u ik qa,uikqa,achE,,,,,,,,,,,PN,,,PN,[hh?].u-ik?-qa?,𒄬 𒌋 𒅅 𒋡,False,0,False
7427,hh b a qa ba ra na,baqabarana,achE,,,,,,,,,,,PN,,,PN,[hh.b]a-qa-ba-ra-[na],𒄬 𒁀 𒋡 𒁀 𒊏 𒈾,False,0,False
7431,hh k ar pu uk qa,garpuukqa,achE,,,,,,,,,,,PN,,,PN,[hh.k]ar-pu-uk-qa,𒄬 𒋼𒀀 𒁍 𒊌 𒋡,False,0,False
7432,hh l a an ru ku,laanruku,nE,,,,,,,,,,,PN,,,PN,[hh.l]a?-an.ru-ku,𒄬 𒆷 𒀭 𒊒 𒆪,False,0,False
7433,hh m a u iš šu ud da,mauis~s~uudda,achE,,,,,,,,,,,PN,,,PN,[hh.m]a-u-iš-šu-ud-da,𒄬 𒈠 𒌋 𒅖 𒋗 𒌓 𒁕,False,0,False
7434,hh m i ir šu qa,miirs~uqa,achE,,,,,,,,,,,PN,,,PN,[hh.m]i-ir-šu-qa,𒄬 𒈪 𒅕 𒋗 𒋡,False,0,False
7435,hh mar ya ad da,maryaadda,achE,,,,,,,,,,,PN,,,PN,[hh.mar]-ya-ad-da,𒄬 𒈥 𒉿 𒀜 𒁕,False,0,False
7436,hh pí r na ak qa,birnaakqa,achE,,,,,,,,,,,PN,,,PN,[hh.pí]r-na-ak-qa,𒄬 𒂟 𒈾 𒀝 𒋡,False,0,False
7437,hh r i ba a hu …,ribaahu,achE,,,,,,,,,,,PN,,,PN,[hh.r]i?-ba-a-hu-[…],𒄬 𒊑 𒁀 𒀀 𒄷 …,False,0,False
7438,hh ra m i kar ráš,ramikarras~,achE,,,,,,,,,,,PN,,,PN,[hh.ra-m]i-kar-ráš,𒄬 𒊏 𒈪 𒋼𒀀 𒌇,False,0,False
7439,hh du iš ba qa,duis~baqa,achE,,,,,,,,,,,PN,Pl.,3rd Anim.,PN,[hh].du?-iš-ba-qa,𒄬 𒁺 𒅖 𒁀 𒋡,False,0,False
7440,hh ha pi zí da,hapizida,achE,,,,,,,,,,,PN,,,PN,[hh].ha-pi-zí-da,𒄬 𒄩 𒉿 𒍢 𒁕,False,0,False
7441,hh hu kur ma,hukurma,nE,,,,,,,,,,,PN,,,PN,[hh].hu-kur-ma?,𒄬 𒄷 𒆳 𒈠,False,0,False
7442,hh ki ki iš,gikiis~,achE,,,,,,,,,,,PN,,,PN,[hh].ki-ki-iš,𒄬 𒆠 𒆠 𒅖,False,0,False
7443,hh ku ur da,guurda,achE,,,,,,,,,,,PN,,,PN,[hh].ku?-ur-da,𒄬 𒆪 𒌨 𒁕,False,0,False
7444,hh kur zik …,gurzik,achE,,,,,,,,,,,PN,,,PN,[hh].kur?-zik?-[…],𒄬 𒆳 𒍨 …,False,0,False
7448,hh ráb ba tur,rabbatur,achE,,,,,,,,,,,PN,,,PN,[hh].ráb-ba-tur,𒄬 𒃲 𒁀 𒌉,False,0,False
7449,hh su ul la,suulla,achE,,,,,,,,,,,PN,,,PN,[hh].su-ul-la,𒄬 𒋢 𒌌 𒆷,False,0,False
7451,hh ya u da mi ra,yaudamira,achE,,,,,,,,,,,PN,,,PN,[hh].ya-u-da-mi-ra,𒄬 𒉿 𒌋 𒁕 𒈪 𒊏,False,0,False
7452,hu um pa a be,huumpaabe,oE,,,,,,,,,,,PN,,,PN,[hu-um]-pa-a-be,𒄷 𒌝 𒉺 𒀀 𒁁,False,0,False
7453,hw a k qa ma da,akqamada,,,,,,,,,,,,PN,,,PN,[hw.a]k-qa-ma-da,𒁁 𒀝 𒋡 𒈠 𒁕,False,0,False
7454,hw hu ut ra da ad da,huutradaadda,nE,,,,,,,,,,,PN,,,PN,[hw.hu]-ut-ra.da-ad-da,𒁁 𒄷 𒌓 𒊏 𒁕 𒀜 𒁕,False,0,False
7455,hw ku pu ut e,gupuute,nE,,,,,,,,,,,PN,,,PN,[hw.ku-pu-ut-e,𒁁 𒆪 𒁍 𒌓 𒂊,False,0,False
7456,hw m a a n lak ki in,maanlakkiin,nE,,,,,,,,,,,PN,,,PN,[hw.m]a-[a]n.lak-ki-in,𒁁 𒈠 𒀭 𒋃 𒆠 𒅔,False,0,False
7457,hw m a am ma a a,maammaaa,nE,,,,,,,,,,,PN,,,PN,[hw.m]a-am-ma-a-a,𒁁 𒈠 𒄠 𒈠 𒀀 𒀀,False,0,False
7458,hw t a iš ba ak,dais~baak,nE,,,,,,,,,,,PN,,,PN,[hw.t]a-iš-ba-ak,𒁁 𒋫 𒅖 𒁀 𒀝,False,0,False
7460,hw d tur …,dur,nE,,,,,,,,,,,PN,,,PN,[hw].d.tur-[…],𒁁 𒀭 𒌉 …,False,0,False
7461,hw da ti qa bar,datiqabar,nE,,,,,,,,,,,PN,,,PN,[hw].da-ti-qa-bar,𒁁 𒁕 𒋾 𒋡 𒁇,False,0,False
7462,hw i ma tak qa,imatakqa,achE,,,,,,,,,,,PN,,,PN,[hw].i-ma-tak-qa,𒁁 𒄿 𒈠 𒋳 𒋡,False,0,False
7463,hw ki ki um ba ba,gikiumbaba,nE,,,,,,,,,,,PN,,,PN,[hw].ki-ki.um-ba-ba,𒁁 𒆠 𒆠 𒌝 𒁀 𒁀,False,0,False
7464,hw qa ra,gara,achE,,,,,,,,,,,PN,,,PN,[hw].qa-ra,𒁁 𒋡 𒊏,False,0,False
7465,hw ru ši ip,rus~iip,nE,,,,,,,,,,,PN,,,PN,[hw].ru-ši-ip,𒁁 𒊒 𒅆 𒅁,False,0,False
7466,hw šar nu ri,s~arnuri,nE,,,,,,,,,,,PN,,,PN,[hw].šar.nu-ri,𒁁 𒊬 𒉡 𒊑,False,0,False
7468,i gi ha ši du la,igihas~idula,oE,,,,,,,,,,,PN,,,PN,[i]-gi.ha-ši.du-la,𒄿 𒄀 𒄩 𒅆 𒁺 𒆷,False,0,False
7469,i n ri a,inria,oE,,,,,,,,,,,PN,,,PN,[i]n-ri-a,𒅔 𒊑 𒀀,False,0,False
7471,k u un a al pi,guunaalpi,oE,,,,,,,,,,,PN,,,PN,[k]u?-un-a-al-pi,𒆪 𒌦 𒀀 𒀠 𒉿,False,0,False
7472,ki t i en ak sir,gitienaksir,mE,,,,,,,,,,,PN,,,PN,[ki-t]i-en.ak-sir,𒆠 𒋾 𒂗 𒀝 𒋤,False,0,False
7473,ku ti ir ra,gutiirra,achE,,,,,,,,,,,PN,,,PN,[ku]-ti-ir-ra,𒆪 𒋾 𒅕 𒊏,False,0,False
7474,na pi ri ša,napiris~a,oE,,,,,,,,,,,PN,,,PN,[na]-pi-ri-ša,𒈾 𒉿 𒊑 𒊭,False,0,False
7475,pát ak sir,bataksir,oE,,,,,,,,,,,PN,,,PN,[pát]-ak-sir,𒁁 𒀝 𒋤,False,0,False
7476,ši il k a ka,s~iilkaka,oB,,,,,,,,,,,PN,,,PN,[ši-il-k]a-ka,𒅆 𒅋 𒅗 𒅗,False,0,False
7477,šu u l bi am ma ha at na ak,s~uulbiammahaatnaak,oE,,,,,,,,,,,PN,,,PN,[šu?-u]l?-bi.am-ma.ha-at-na-ak,𒋗 𒌌 𒁉 𒄠 𒈠 𒄩 𒀜 𒈾 𒀝,False,0,False
